"Neighborhood","City","Accessories Store","Advertising Agency","Antique Shop","Aquarium","Art Gallery","Art Museum","Arts & Crafts Store","Arts & Entertainment","Athletics & Sports","Auditorium","BBQ Joint","Bagel Shop","Bakery","Bar","Basketball Court","Beach","Bed & Breakfast","Beer Bar","Beer Garden","Beer Store","Bike Rental / Bike Share","Bike Shop","Bistro","Boat or Ferry","Bookstore","Botanical Garden","Boutique","Bowling Alley","Boxing Gym","Brasserie","Breakfast Spot","Brewery","Bubble Tea Shop","Building","Burger Joint","Bus Line","Bus Station","Bus Stop","Business Service","Butcher","Café","Canal","Candy Store","Capitol Building","Castle","Cemetery","Cheese Shop","Chocolate Shop","Church","Circus","Climbing Gym","Clothing Store","Cocktail Bar","Coffee Shop","Comedy Club","Comic Shop","Community Center","Concert Hall","Convenience Store","Cosmetics Shop","Creperie","Cultural Center","Cupcake Shop","Dance Studio","Deli / Bodega","Department Store","Dessert Shop","Diner","Discount Store","Dive Bar","Donut Shop","Electronics Store","Event Space","Exhibit","Fabric Shop","Farm","Farmers Market","Fish & Chips Shop","Fish Market","Flea Market","Flower Shop","Food & Drink Shop","Food Court","Food Truck","Football Stadium","Forest","Fountain","Fried Chicken Joint","Fruit & Vegetable Store","Furniture / Home Store","Gaming Cafe","Garden","Garden Center","Gastropub","Gay Bar","General College & University","General Entertainment","Gift Shop","Golf Course","Gourmet Shop","Grocery Store","Gun Range","Gym","Gym / Fitness Center","Gym Pool","Harbor / Marina","Historic Site","History Museum","Hobby Shop","Hookah Bar","Hostel","Hot Dog Joint","Hotel","Hotel Bar","Ice Cream Shop","Indie Movie Theater","Indoor Play Area","Insurance Office","Irish Pub","Jazz Club","Jewelry Store","Juice Bar","Lake","Laundromat","Library","Lighthouse","Liquor Store","Locality","Lounge","Lyonese Bouchon","Market","Martial Arts Dojo","Memorial Site","Men's Store","Metro Station","Miscellaneous Shop","Monument / Landmark","Motel","Movie Theater","Moving Target","Multiplex","Museum","Music Store","Music Venue","National Park","Nature Preserve","Nightclub","Noodle House","Nursery School","Office","Optical Shop","Organic Grocery","Other Great Outdoors","Outdoor Gym","Outdoor Sculpture","Outlet Store","Palace","Paper / Office Supplies Store","Park","Pastry Shop","Pedestrian Plaza","Performing Arts Venue","Perfume Shop","Pharmacy","Pier","Pizza Place","Planetarium","Platform","Playground","Plaza","Pool","Pool Hall","Pub","Racecourse","Radio Station","Rafting","Record Shop","Recreation Center","Residential Building (Apartment / Condo)","Resort","Restaurant","Rock Club","Salad Place","Salon / Barbershop","Sandwich Place","Scenic Lookout","Science Museum","Sculpture Garden","Shoe Store","Shop & Service","Shopping Mall","Shopping Plaza","Skate Park","Smoke Shop","Snack Place","Soccer Field","Soccer Stadium","Souvlaki Shop","Spa","Speakeasy","Sporting Goods Shop","Sports Bar","Sports Club","Stadium","Steakhouse","Supermarket","Surf Spot","Taco Place","Tailor Shop","Tea Room","Tech Startup","Tennis Court","Tennis Stadium","Theater","Theme Park Ride / Attraction","Toy / Game Store","Track","Trail","Train Station","Tram Station","Vineyard","Water Park","Wine Bar","Wine Shop","Women's Store","Yoga Studio","Zoo"
"Indre By","Copenhagen","0.01","0.0","0.0","0.0","0.03","0.01","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.05","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.03","0.05","0.07","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.01","0.02","0.0","0.01","0.01","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.02","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.03","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.01","0.0","0.0"
"Louvre","Paris","0.0","0.0","0.010869565217391304","0.0","0.0","0.03260869565217391","0.0","0.0","0.0","0.010869565217391304","0.0","0.010869565217391304","0.010869565217391304","0.03260869565217391","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.021739130434782608","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.010869565217391304","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06521739130434782","0.0","0.0","0.0","0.0","0.0","0.010869565217391304","0.010869565217391304","0.0","0.0","0.0","0.010869565217391304","0.010869565217391304","0.043478260869565216","0.0","0.0","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.0","0.05434782608695652","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010869565217391304","0.0","0.021739130434782608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.03260869565217391","0.0","0.0","0.0","0.0","0.0","0.07608695652173914","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.0","0.06521739130434782","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","0.0","0.010869565217391304","0.0","0.0","0.010869565217391304","0.010869565217391304","0.0","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.021739130434782608","0.0","0.0","0.0","0.021739130434782608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Luxembourg","Paris","0.0","0.0","0.0","0.0","0.02","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.03","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.04","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.02","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.01","0.0","0.02","0.0","0.0","0.01","0.03","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.28","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.04","0.0","0.01","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.03","0.0","0.0"
"Ménilmontant","Paris","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.056818181818181816","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.045454545454545456","0.0","0.022727272727272728","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03409090909090909","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.011363636363636364","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03409090909090909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.022727272727272728","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.022727272727272728","0.0","0.0","0.0","0.0","0.0","0.0","0.022727272727272728","0.0","0.0","0.0","0.07954545454545454","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.3409090909090909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.045454545454545456","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.011363636363636364","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Nørrebro","Copenhagen","0.0","0.01","0.0","0.0","0.01","0.0","0.01","0.0","0.02","0.0","0.0","0.0","0.05","0.02","0.0","0.0","0.0","0.03","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.06","0.0","0.01","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.0","0.0","0.04","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.24","0.0","0.01","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.01","0.0"
"Observatoire","Paris","0.0","0.0","0.0","0.0","0.01","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.04","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.12","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.01","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.01","0.0","0.0","0.0"
"Opéra","Paris","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.06","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.02","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.12","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.38","0.0","0.0","0.01","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0"
"Palais-Bourbon","Paris","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.03","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.03","0.0","0.0","0.0","0.0","0.1","0.0","0.02","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Panthéon","Paris","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.01","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.02","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.03","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.42","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0"
"Passy","Paris","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.01","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.38","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.02","0.0","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Popincourt","Paris","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.02","0.11","0.0","0.0","0.01","0.03","0.0","0.01","0.0","0.0","0.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.06","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.01","0.0","0.0","0.0","0.03","0.0","0.0","0.01","0.01","0.0","0.0","0.02","0.0","0.0","0.0","0.02","0.0","0.0","0.01","0.4","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0"
